LINEUPS,NETRTG,,,
D. Howard - M. Beasley,18,,,
J. Holiday - C. Felicio,18,,,
L. Babbitt - I. Smith,15,,,
L. Barbosa - K. Thompson,44,,,
M. Muscala - T. Hardaway Jr.,37,,,
S. Weems - T. Warren,22,,,
B. Jennings - M. Hezonja,19,,,
J. Johnson - T. Robinson,43,,,
J. Smith - C. Brewer,22,,,
K. Garnett - K. Martin,18,,,
M. Beasley - P. Beverley,19,,,
R. Sessions - D. Blair,26,,,
T. Ariza - M. Harrell,26,,,
J. Henson - M. Plumlee,13,,,
J. Jack - W. Ellington,26,,,
K. Durant - D. Augustin,27,,,
M. Morris - R. Bullock,22,,,
B. Lopez - S. Karasev,24,,,
D. Cunningham - J. Hamilton,11,,,
J. Noah - T. Snell,27,,,
L. Scola - P. Patterson,32,,,
O. Mayo - J. O'Bryant III,22,,,
T. Hansbrough - B. Roberts,22,,,
P. Millsap - L. Patterson,25,,,
C. Watson - B. Jennings,16,,,
J. Johnson - T. Ross,30,,,
J. Thompson - N. Powell,17,,,
T. Harris - S. Johnson,18,,,
A. Bargnani - T. Robinson,28,,,
J. Smith - L. Stephenson,22,,,
L. Babbitt - J. Hamilton,10,,,
L. Mbah a Moute - A. Rivers,49,,,
R. Sacre - M. Huertas,20,,,
T. Douglas - I. Smith,17,,,
V. Carter - T. Allen,28,,,
C. Bosh - J. Richardson,17,,,
G. Vasquez - J. O'Bryant III,16,,,
K. Humphries - G. Temple,19,,,
M. Williams - M. Kidd-Gilchrist,7,,,
Q. Acy - W. Cauley-Stein,28,,,
R. Foye - J. Nurkic,16,,,
R. Price - A. Goodwin,26,,,
A. Brown - L. Nance Jr.,14,,,
C. Anthony - K. Seraphin,33,,,
J. Jenkins - A. Goodwin,17,,,
T. Douglas - J. Ennis III,9,,,
A. Wiggins - T. Jones,30,,,
M. Williams - I. Shumpert,20,,,
T. Lawson - M. Harrell,22,,,
C. Budinger - S. Hill,29,,,
C. Villanueva - C. Parsons,33,,,
D. Augustin - K. Singler,20,,,
I. Smith - J. Sampson,15,,,
M. Barnes - B. Wright,12,,,
P. Pierce - C. Aldrich,19,,,
R. Kelly - J. Clarkson,24,,,
S. Adams - C. Payne,33,,,
V. Carter - C. Lee,20,,,
V. Carter - J. Martin,21,,,
B. Jennings - A. Drummond,23,,,
M. Belinelli - J. Anderson,20,,,
R. Rondo - S. Curry,19,,,
T. Robinson - S. Karasev,29,,,
G. Monroe - G. Vasquez,17,,,
K. Hinrich - B. Portis,19,,,
N. Batum - M. Kidd-Gilchrist,6,,,
O. Asik - L. Babbitt,17,,,
T. Allen - L. Stephenson,13,,,
T. Robinson - C. McCullough,17,,,
U. Haslem - G. Green,31,,,
W. Reed - M. Brown,26,,,
B. Bogdanovic - R. Hollis-Jefferson,25,,,
J. Calderon - K. O'Quinn,38,,,
K. Koufos - Q. Acy,30,,,
K. Marshall - J. Grant,24,,,
K. Marshall - N. Stauskas,23,,,
T. Douglas - J. Hamilton,11,,,
A. Brooks - C. Felicio,22,,,
A. Burks - J. Withey,20,,,
B. Jennings - K. Caldwell-Pope,19,,,
D. Augustin - E. Mudiay,23,,,
D. Augustin - S. Ibaka,30,,,
D. Williams - S. Mejri,17,,,
E. Ilyasova - B. Jennings,16,,,
H. Sims - S. Kilpatrick,14,,,
R. Foye - S. Adams,23,,,
T. Allen - R. Hollins,20,,,
C. Watson - D. Dedmon,21,,,
J. Sampson - R. Holmes,27,,,
L. James - C. Frye,20,,,
M. Conley - P. Hairston,9,,,
M. Ellis - G. Robinson III,26,,,
M. Scott - L. Patterson,27,,,
P. Millsap - M. Scott,45,,,
P. Pierce - L. Stephenson,23,,,
A. Horford - T. Splitter,32,,,
E. Gordon - L. Babbitt,16,,,
J. Hickson - G. Harris,17,,,
J. Jerebko - T. Rozier,27,,,
K. Perkins - R. Anderson,17,,,
N. Vucevic - S. Napier,29,,,
C. Budinger - G. Robinson III,24,,,
D. Arthur - J. Nurkic,18,,,
E. Ilyasova - A. Baynes,36,,,
J. Cunningham - M. Dellavedova,26,,,
M. Dunleavy - B. Portis,29,,,
M. Dunleavy - N. Mirotic,19,,,
S. Hill - G. Robinson III,29,,,
T. Young - T. Robinson,41,,,
A. Burks - T. Lyles,29,,,
A. Miller - Z. LaVine,19,,,
D. Carroll - T. Ross,22,,,
K. Humphries - T. Hardaway Jr.,21,,,
K. Korver - L. Patterson,20,,,
L. Amundson - L. Galloway,28,,,
O. Asik - B. Dejean-Jones,10,,,
P. George - G. Robinson III,24,,,
C. Andersen - J. Farmar,10,,,
J. Thompson - T. Ross,14,,,
K. Korver - T. Hardaway Jr.,35,,,
A. Ajinca - T. Frazier,12,,,
K. Martin - A. Payne,21,,,
M. Harkless - N. Vonleh,29,,,
T. Parker - P. Mills,34,,,
A. Tolliver - R. Bullock,22,,,
G. Hill - G. Robinson III,23,,,
S. Hawes - C. Zeller,15,,,
T. Lawson - S. Hill,10,,,
T. Zeller - T. Rozier,25,,,
J. Smith - T. Lawson,15,,,
K. Humphries - D. Schroder,21,,,
L. Stephenson - X. Munford,12,,,
R. Foye - S. Ibaka,21,,,
V. Carter - R. Hollins,23,,,
C. Brewer - M. Beasley,19,,,
D. Gooden - J. Wall,20,,,
E. Brand - N. Stauskas,13,,,
J. Hamilton - J. Ennis III,9,,,
J. Jack - A. Bargnani,27,,,
K. Leonard - J. Simmons,27,,,
T. Johnson - J. Richardson,16,,,
G. Robinson III - M. Turner,28,,,
H. Sims - S. Larkin,14,,,
J. O'Bryant III - J. Parker,26,,,
J. Terry - J. Smith,16,,,
J. Thompson - D. DeRozan,13,,,
L. Amundson - J. Grant,25,,,
W. Johnson - L. Stephenson,23,,,
D. Green - J. Simmons,32,,,
E. Bledsoe - D. Booker,20,,,
K. Olynyk - T. Rozier,24,,,
M. Barnes - J. Martin,18,,,
M. Scott - M. Muscala,40,,,
M. Smart - T. Rozier,18,,,
R. Sessions - M. Thornton,13,,,
T. Allen - J. Farmar,9,,,
T. Young - S. Karasev,20,,,
C. Watson - N. Vucevic,18,,,
D. Cunningham - B. Dejean-Jones,11,,,
D. Lee - J. Jerebko,22,,,
J. Dudley - M. Thornton,12,,,
K. Bryant - M. Huertas,22,,,
K. Marshall - I. Canaan,21,,,
M. Miller - J. Nelson,20,,,
P. Pierce - P. Prigioni,19,,,
R. Butler - D. West,23,,,
A. Brown - M. Huertas,21,,,
D. Wade - J. McRoberts,30,,,
D. Williams - D. Lee,17,,,
K. Hinrich - T. Snell,27,,,
M. Chalmers - L. Stephenson,10,,,
R. Price - E. Bledsoe,24,,,
T. Ross - D. Wright,13,,,
A. Johnson - J. Jerebko,44,,,
A. Payne - K. Towns,30,,,
C. Budinger - M. Teletovic,16,,,
D. Green - B. Marjanovic,25,,,
D. Harris - J. McGee,18,,,
G. Smith - T. Jones,18,,,
K. Walker - M. Kidd-Gilchrist,6,,,
L. Babbitt - J. Ennis III,8,,,
M. Beasley - C. Capela,18,,,
T. Robinson - R. Hollis-Jefferson,19,,,
A. Morrow - A. Roberson,28,,,
C. Watson - D. Marble,14,,,
I. Smith - R. Holmes,25,,,
J. Butler - J. Holiday,13,,,
J. Jones - I. Shumpert,22,,,
J. Jones - J. Cunningham,25,,,
M. Plumlee - M. Carter-Williams,22,,,
C. Landry - N. Noel,21,,,
G. Henderson - N. Vonleh,37,,,
K. Perkins - J. Hamilton,11,,,
M. Harkless - T. Frazier,21,,,
M. Morris - M. Teletovic,20,,,
M. Turner - J. Young,24,,,
R. Foye - C. Payne,16,,,
D. Gooden - G. Neal,17,,,
D. Sloan - T. Robinson,40,,,
E. Brand - I. Smith,16,,,
R. McCallum - K. Anderson,28,,,
S. Hawes - T. Daniels,19,,,
S. Mack - C. Johnson,23,,,
B. Lopez - T. Robinson,32,,,
C. Frye - M. Hezonja,26,,,
C. Joseph - L. Nogueira,22,,,
D. Gallinari - J. Nurkic,18,,,
G. Smith - S. Muhammad,18,,,
J. McGee - W. Matthews,26,,,
J. Terry - M. Harrell,24,,,
M. Bonner - K. Anderson,27,,,
S. Hawes - B. Roberts,20,,,
M. Scott - J. Holiday,21,,,
E. Turner - T. Rozier,29,,,
G. Henderson - T. Frazier,15,,,
J. Anderson - S. Mejri,24,,,
J. Butler - C. Felicio,15,,,
K. Olynyk - R. Hunter,23,,,
K. Papanikolaou - N. Jokic,20,,,
A. Ajinca - I. Smith,17,,,
B. Knight - A. Goodwin,22,,,
C. Aldrich - L. Stephenson,20,,,
D. Dedmon - S. Napier,28,,,
D. Sloan - W. Reed,25,,,
G. Dieng - D. Rudez,23,,,
L. James - A. Varejao,27,,,
L. Stephenson - P. Hairston,14,,,
R. Butler - B. Marjanovic,29,,,
R. Rubio - A. Payne,34,,,
T. Robinson - W. Reed,22,,,
D. Augustin - N. Jokic,25,,,
K. Marshall - N. Noel,19,,,
L. James - J. Cunningham,15,,,
M. Ginobili - J. Simmons,25,,,
A. Gee - T. Frazier,7,,,
A. Varejao - T. Thompson,21,,,
B. Udrih - T. Johnson,13,,,
G. Neal - K. Oubre Jr.,24,,,
J. Nelson - E. Mudiay,20,,,
M. Miller - N. Jokic,27,,,
M. Muscala - L. Patterson,24,,,
B. Jennings - A. Nicholson,13,,,
C. Paul - C. Aldrich,37,,,
L. James - J. Jones,32,,,
O. Casspi - J. Anderson,26,,,
P. Gasol - J. Holiday,17,,,
B. Portis - C. Felicio,18,,,
H. Thompson - P. Pressey,14,,,
J. Evans - D. Powell,22,,,
J. Jenkins - A. Len,19,,,
J. Nelson - K. Papanikolaou,18,,,
K. Bazemore - T. Hardaway Jr.,28,,,
R. Sacre - J. Clarkson,15,,,
A. Bargnani - T. Young,30,,,
K. Caldwell-Pope - R. Bullock,14,,,
P. Gasol - J. Noah,19,,,
S. Weems - D. Booker,20,,,
T. Harris - D. Dedmon,16,,,
U. Haslem - J. Richardson,27,,,
LINEUPS,GP,,,
C. Paul - D. Jordan,82,,,
T. Ariza - J. Harden,81,,,
M. Gortat - J. Wall,79,,,
C. Paul - B. Griffin,67,,,
E. Bledsoe - M. Morris,81,,,
C. Paul - J. Redick,78,,,
N. Batum - D. Lillard,71,,,
L. Aldridge - D. Lillard,71,,,
S. Curry - D. Green,77,,,
J. Redick - D. Jordan,78,,,
M. Barnes - C. Paul,76,,,
K. Love - K. Irving,69,,,
T. Chandler - M. Ellis,74,,,
S. Curry - K. Thompson,76,,,
M. Barnes - D. Jordan,76,,,
K. Thompson - D. Green,74,,,
D. Jordan - B. Griffin,67,,,
M. Gasol - C. Lee,76,,,
W. Chandler - T. Lawson,71,,,
M. Ellis - C. Parsons,65,,,
M. Conley - M. Gasol,70,,,
P. Gasol - J. Butler,61,,,
T. Evans - A. Davis,65,,,
N. Vucevic - V. Oladipo,64,,,
L. Aldridge - N. Batum,63,,,
Z. Randolph - M. Gasol,71,,,
K. Korver - A. Horford,73,,,
P. Millsap - J. Teague,68,,,
P. Tucker - E. Bledsoe,77,,,
A. Drummond - K. Caldwell-Pope,82,,,
P. Pierce - J. Wall,71,,,
D. Favors - G. Hayward,70,,,
L. James - K. Irving,65,,,
L. James - K. Love,64,,,
P. Millsap - D. Carroll,66,,,
N. Vucevic - E. Payton,74,,,
R. Gay - B. McLemore,68,,,
J. Redick - B. Griffin,64,,,
J. Wall - B. Beal,61,,,
S. Curry - H. Barnes,80,,,
T. Harris - V. Oladipo,58,,,
N. Vucevic - T. Harris,60,,,
J. Teague - D. Carroll,66,,,
G. Dieng - A. Wiggins,73,,,
K. Korver - P. Millsap,69,,,
Z. Randolph - C. Lee,66,,,
V. Oladipo - E. Payton,71,,,
T. Chandler - C. Parsons,63,,,
M. Barnes - B. Griffin,63,,,
O. Asik - T. Evans,74,,,
J. Johnson - D. Williams,65,,,
K. Thompson - H. Barnes,77,,,
T. Lawson - K. Faried,69,,,
P. Tucker - M. Morris,78,,,
T. Ariza - D. Motiejunas,71,,,
M. Barnes - J. Redick,72,,,
J. Johnson - B. Lopez,71,,,
P. Pierce - M. Gortat,73,,,
J. Harden - D. Motiejunas,70,,,
K. Korver - J. Teague,68,,,
W. Chandler - K. Faried,72,,,
T. Duncan - D. Green,77,,,
M. Conley - C. Lee,65,,,
T. Duncan - T. Parker,67,,,
L. Williams - P. Patterson,79,,,
Z. Randolph - M. Conley,60,,,
E. Gordon - T. Evans,59,,,
W. Matthews - D. Lillard,60,,,
D. Cousins - B. McLemore,59,,,
G. Hayward - T. Burke,72,,,
K. Lowry - J. Valanciunas,68,,,
H. Barnes - D. Green,79,,,
G. Monroe - K. Caldwell-Pope,69,,,
A. Afflalo - T. Lawson,51,,,
J. Harden - P. Beverley,55,,,
M. Gortat - B. Beal,63,,,
A. Johnson - K. Lowry,65,,,
P. Gasol - M. Dunleavy,59,,,
J. Thompson - B. McLemore,81,,,
Nene - J. Wall,66,,,
R. Hibbert - S. Hill,76,,,
D. Nowitzki - M. Ellis,76,,,
T. Duncan - K. Leonard,61,,,
T. Harris - E. Payton,68,,,
R. Lopez - D. Lillard,59,,,
A. Horford - J. Teague,70,,,
T. Parker - K. Leonard,59,,,
D. Favors - T. Burke,70,,,
J. Johnson - J. Jack,78,,,
K. Middleton - G. Antetokounmpo,75,,,
E. Turner - A. Bradley,75,,,
D. Wade - L. Deng,57,,,
A. Horford - D. Carroll,67,,,
L. Aldridge - W. Matthews,53,,,
T. Ariza - P. Beverley,56,,,
R. Westbrook - S. Ibaka,49,,,
D. West - S. Hill,66,,,
A. Bogut - S. Curry,66,,,
K. Lowry - D. DeRozan,48,,,
G. Hayward - R. Gobert,76,,,
K. Korver - D. Carroll,66,,,
Z. LaVine - A. Wiggins,74,,,
E. Gordon - A. Davis,48,,,
J. Hill - W. Johnson,63,,,
L. Mbah a Moute - N. Noel,64,,,
E. Bledsoe - M. Morris,80,,,
L. Deng - M. Chalmers,72,,,
P. Millsap - A. Horford,69,,,
R. Gay - D. Cousins,50,,,
B. Bass - E. Turner,81,,,
W. Chandler - A. Afflalo,52,,,
K. Irving - T. Thompson,75,,,
A. Jefferson - G. Henderson,62,,,
D. Williams - B. Lopez,59,,,
K. Lowry - T. Ross,70,,,
G. Dragic - M. Morris,52,,,
G. Henderson - K. Walker,59,,,
D. DeRozan - J. Valanciunas,58,,,
R. Gay - J. Thompson,67,,,
P. Gasol - D. Rose,51,,,
D. Nowitzki - T. Chandler,72,,,
J. Noah - J. Butler,51,,,
O. Asik - A. Davis,63,,,
T. Parker - D. Green,68,,,
R. Gay - D. Collison,44,,,
G. Dragic - E. Bledsoe,51,,,
T. Young - A. Wiggins,48,,,
A. Bogut - K. Thompson,63,,,
J. Valanciunas - T. Ross,79,,,
N. Noel - R. Covington,65,,,
E. Gordon - O. Asik,55,,,
A. Bogut - D. Green,64,,,
R. Lopez - N. Batum,51,,,
P. Gasol - J. Noah,63,,,
D. Collison - B. McLemore,45,,,
P. Pierce - B. Beal,57,,,
A. Johnson - J. Valanciunas,72,,,
A. Johnson - T. Ross,73,,,
A. Johnson - D. DeRozan,53,,,
P. Patterson - G. Vasquez,81,,,
R. Gobert - D. Exum,82,,,
L. James - T. Thompson,69,,,
A. Bradley - T. Zeller,77,,,
N. Batum - W. Matthews,53,,,
Z. Pachulia - K. Middleton,69,,,
R. Westbrook - S. Adams,56,,,
L. Aldridge - R. Lopez,53,,,
D. West - R. Hibbert,62,,,
J. Johnson - M. Plumlee,76,,,
T. Allen - M. Gasol,63,,,
D. Rose - J. Butler,45,,,
J. Jack - M. Plumlee,79,,,
Z. Pachulia - G. Antetokounmpo,72,,,
J. Smith - K. Irving,43,,,
C. Boozer - J. Lin,68,,,
M. Williams - K. Walker,60,,,
D. Nowitzki - C. Parsons,62,,,
A. Jefferson - K. Walker,45,,,
D. Green - K. Leonard,64,,,
Nene - M. Gortat,67,,,
M. Dunleavy - J. Butler,48,,,
A. Bradley - J. Sullinger,56,,,
P. Pierce - Nene,60,,,
B. Knight - G. Antetokounmpo,52,,,
C. Frye - V. Oladipo,64,,,
B. Bass - A. Bradley,75,,,
P. Beverley - D. Motiejunas,56,,,
E. Bledsoe - A. Len,67,,,
L. Williams - G. Vasquez,80,,,
W. Johnson - J. Lin,65,,,
J. Terry - T. Ariza,75,,,
E. Turner - T. Zeller,82,,,
A. Afflalo - K. Faried,49,,,
C. Frye - N. Vucevic,62,,,
M. Morris - M. Morris,78,,,
A. Bogut - H. Barnes,66,,,
M. Williams - G. Henderson,74,,,
J. Holiday - A. Davis,39,,,
A. Iguodala - S. Curry,76,,,
S. Ibaka - S. Adams,52,,,
T. Gibson - J. Butler,54,,,
G. Hayward - D. Exum,76,,,
T. Harris - E. Fournier,50,,,
C. Frye - E. Payton,72,,,
J. Jack - A. Anderson,72,,,
J. Johnson - B. Bogdanovic,69,,,
Z. Randolph - T. Allen,56,,,
K. Love - T. Thompson,75,,,
K. Lowry - P. Patterson,69,,,
P. Gasol - A. Brooks,76,,,
T. Allen - M. Conley,57,,,
M. Dunleavy - J. Noah,52,,,
G. Henderson - C. Zeller,60,,,
M. Morris - A. Len,68,,,
D. DeRozan - T. Ross,60,,,
N. Vucevic - E. Fournier,52,,,
G. Monroe - A. Drummond,69,,,
D. West - C. Miles,60,,,
A. Iguodala - D. Green,75,,,
J. Terry - J. Harden,76,,,
W. Johnson - E. Davis,71,,,
B. Bass - M. Smart,63,,,
J. Smith - K. Love,41,,,
A. Brooks - N. Mirotic,81,,,
R. Gobert - T. Burke,75,,,
D. Howard - T. Ariza,41,,,
R. Gobert - J. Ingles,79,,,
P. Tucker - A. Len,64,,,
B. Lopez - B. Bogdanovic,66,,,
T. Evans - J. Holiday,38,,,
D. West - R. Stuckey,63,,,
M. Ellis - R. Rondo,44,,,
K. Martin - A. Wiggins,39,,,
P. Tucker - G. Dragic,48,,,
R. Anderson - T. Evans,60,,,
S. Livingston - A. Iguodala,73,,,
G. Hayward - E. Kanter,49,,,
T. Young - G. Dieng,48,,,
M. Ginobili - B. Diaw,69,,,
J. Jack - B. Lopez,69,,,
G. Dieng - Z. LaVine,67,,,
A. Jefferson - M. Williams,61,,,
J. Jack - B. Bogdanovic,74,,,
R. Westbrook - A. Roberson,60,,,
J. Crawford - C. Paul,64,,,
A. Iguodala - K. Thompson,73,,,
Nene - B. Beal,49,,,
S. Ibaka - A. Roberson,56,,,
C. Bosh - M. Chalmers,44,,,
G. Henderson - M. Kidd-Gilchrist,49,,,
B. Jennings - K. Caldwell-Pope,41,,,
D. West - G. Hill,42,,,
R. Westbrook - D. Waiters,46,,,
J. Crawford - D. Jordan,64,,,
N. Noel - M. Carter-Williams,39,,,
A. Brooks - J. Butler,65,,,
T. Thompson - M. Dellavedova,67,,,
C. Bosh - L. Deng,38,,,
L. Mbah a Moute - R. Covington,55,,,
P. Gasol - K. Hinrich,63,,,
J. Noah - D. Rose,39,,,
E. Kanter - T. Burke,49,,,
C. Frye - T. Harris,60,,,
J. Green - M. Gasol,44,,,
J. Thompson - D. Collison,44,,,
C. Frye - E. Fournier,55,,,
C. Miles - R. Hibbert,64,,,
T. Chandler - R. Rondo,42,,,
A. Jefferson - L. Stephenson,53,,,
K. Bryant - J. Hill,35,,,
D. Howard - J. Harden,41,,,
J. Smith - J. Harden,54,,,
A. Bradley - M. Smart,62,,,
E. Turner - M. Smart,63,,,
T. Evans - D. Cunningham,61,,,
O. Mayo - G. Antetokounmpo,70,,,
J. Johnson - A. Anderson,68,,,
J. Dudley - K. Middleton,64,,,
A. Jefferson - M. Kidd-Gilchrist,45,,,
C. Butler - A. Drummond,78,,,
L. James - J. Smith,40,,,
Z. Randolph - J. Green,43,,,
D. Collison - D. Cousins,33,,,
B. Diaw - K. Leonard,64,,,
D. Favors - D. Exum,72,,,
G. Hayward - J. Ingles,69,,,
D. Gallinari - T. Lawson,54,,,
D. Favors - J. Ingles,67,,,
K. Hinrich - J. Butler,49,,,
T. Mozgov - K. Irving,42,,,
B. Diaw - D. Green,78,,,
D. DeRozan - P. Patterson,59,,,
D. Nowitzki - D. Harris,71,,,
J. Smith - C. Brewer,55,,,
J. Smith - T. Mozgov,45,,,
D. Wade - M. Chalmers,61,,,
A. Brooks - T. Gibson,62,,,
D. Nowitzki - R. Rondo,45,,,
D. Williams - B. Bogdanovic,60,,,
K. Singler - A. Drummond,54,,,
B. Knight - K. Middleton,48,,,
K. Bryant - W. Johnson,34,,,
C. Kaman - S. Blake,73,,,
C. Miles - S. Hill,68,,,
J. Bayless - G. Antetokounmpo,74,,,
E. Gordon - Q. Pondexter,45,,,
J. Dudley - J. Bayless,63,,,
E. Fournier - V. Oladipo,47,,,
B. McLemore - R. McCallum,64,,,
P. Patterson - T. Ross,79,,,
R. Stuckey - S. Hill,67,,,
J. Bayless - K. Middleton,71,,,
A. Jefferson - C. Zeller,54,,,
J. Smith - T. Ariza,55,,,
J. Hill - J. Lin,61,,,
K. Singler - K. Caldwell-Pope,53,,,
R. Anderson - A. Davis,55,,,
E. Ilyasova - K. Middleton,54,,,
J. Thompson - D. Cousins,55,,,
P. Gasol - T. Gibson,58,,,
T. Allen - C. Lee,59,,,
R. Lopez - W. Matthews,37,,,
D. Exum - J. Ingles,79,,,
S. Ibaka - R. Jackson,48,,,
T. Evans - Q. Pondexter,43,,,
H. Thompson - N. Noel,64,,,
D. Favors - R. Gobert,56,,,
P. Gasol - T. Snell,59,,,
P. Tucker - M. Morris,71,,,
T. Booker - T. Burke,73,,,
R. Stuckey - R. Hibbert,63,,,
T. Duncan - B. Diaw,73,,,
D. Harris - M. Ellis,73,,,
A. Anderson - M. Plumlee,72,,,
C. Miles - G. Hill,38,,,
L. Mbah a Moute - M. Carter-Williams,35,,,
D. Favors - E. Kanter,44,,,
J. Crawford - B. Griffin,54,,,
C. Boozer - W. Johnson,64,,,
G. Hayward - T. Booker,74,,,
T. Parker - B. Diaw,65,,,
O. Mayo - J. Bayless,62,,,
G. Vasquez - J. Valanciunas,78,,,
K. Humphries - J. Wall,60,,,
M. Carter-Williams - R. Covington,37,,,
J. Hill - E. Davis,53,,,
K. Walker - M. Kidd-Gilchrist,37,,,
E. Davis - J. Lin,70,,,
R. Butler - K. Seraphin,71,,,
R. Kelly - J. Clarkson,44,,,
D. Cunningham - A. Davis,51,,,
T. Booker - R. Gobert,78,,,
L. Williams - K. Lowry,68,,,
R. Hibbert - G. Hill,41,,,
J. Smith - S. Larkin,76,,,
L. Williams - J. Johnson,67,,,
T. Lawson - T. Mozgov,34,,,
J. Green - C. Lee,43,,,
M. Williams - L. Stephenson,56,,,
A. Iguodala - M. Speights,72,,,
A. Roberson - S. Adams,55,,,
E. Gordon - D. Cunningham,48,,,
L. Deng - H. Whiteside,40,,,
L. James - T. Mozgov,40,,,
B. Udrih - K. Koufos,76,,,
C. Kaman - D. Lillard,74,,,
J. Noah - A. Brooks,64,,,
M. Williams - A. Wiggins,41,,,
T. Booker - D. Exum,79,,,
R. Price - E. Davis,43,,,
R. Stuckey - C. Watson,50,,,
D. Nowitzki - J. Barea,72,,,
B. Jennings - A. Drummond,41,,,
E. Fournier - E. Payton,58,,,
A. Afflalo - T. Mozgov,35,,,
M. Williams - G. Dieng,41,,,
J. Johnson - P. Patterson,64,,,
C. Butler - G. Monroe,64,,,
E. Ilyasova - G. Antetokounmpo,51,,,
K. Hinrich - J. Noah,53,,,
G. Vasquez - T. Ross,76,,,
T. Zeller - M. Smart,65,,,
G. Monroe - K. Singler,52,,,
L. Williams - T. Hansbrough,71,,,
A. Horford - D. Schroder,71,,,
G. Hill - S. Hill,43,,,
C. Butler - K. Caldwell-Pope,72,,,
E. Turner - J. Sullinger,57,,,
R. Rondo - C. Parsons,33,,,
D. DeRozan - G. Vasquez,60,,,
R. Westbrook - A. Morrow,64,,,
C. Andersen - M. Chalmers,58,,,
J. Dudley - G. Antetokounmpo,64,,,
J. Green - A. Bradley,32,,,
J. Hickson - T. Lawson,65,,,
K. Walker - C. Zeller,42,,,
B. Jennings - G. Monroe,39,,,
K. Love - T. Mozgov,40,,,
A. Anderson - B. Lopez,63,,,
M. Dunleavy - A. Brooks,56,,,
L. Scola - R. Stuckey,65,,,
M. Williams - M. Kidd-Gilchrist,53,,,
L. Mbah a Moute - H. Thompson,59,,,
Z. Pachulia - E. Ilyasova,52,,,
C. Brewer - J. Harden,55,,,
D. Williams - B. McLemore,69,,,
J. Smith - T. Hardaway Jr.,67,,,
A. Iguodala - H. Barnes,71,,,
T. Burke - J. Ingles,72,,,
W. Ellington - J. Clarkson,42,,,
G. Green - M. Morris,66,,,
D. Harris - A. Aminu,66,,,
L. Deng - N. Cole,42,,,
A. Johnson - G. Vasquez,71,,,
K. Hinrich - N. Mirotic,59,,,
C. Anthony - J. Calderon,27,,,
B. Diaw - M. Belinelli,59,,,
A. Bradley - J. Crowder,52,,,
A. Brooks - T. Snell,67,,,
L. Scola - S. Hill,77,,,
J. Crawford - S. Hawes,55,,,
R. Westbrook - E. Kanter,25,,,
L. Stephenson - K. Walker,39,,,
W. Ellington - W. Johnson,54,,,
J. Smith - L. Galloway,45,,,
O. Casspi - B. McLemore,61,,,
W. Ellington - R. Sacre,51,,,
T. Chandler - D. Harris,67,,,
D. Augustin - G. Monroe,51,,,
D. Augustin - A. Drummond,54,,,
E. Turner - J. Crowder,56,,,
R. Jackson - K. Caldwell-Pope,27,,,
A. Morrow - R. Jackson,45,,,
B. Diaw - C. Joseph,70,,,
R. Jefferson - M. Ellis,66,,,
K. Humphries - B. Beal,49,,,
N. Collison - A. Morrow,58,,,
R. Butler - J. Wall,69,,,
C. Kaman - L. Aldridge,66,,,
G. Dragic - A. Len,49,,,
J. Johnson - G. Vasquez,69,,,
T. Hansbrough - P. Patterson,70,,,
B. Bogdanovic - M. Plumlee,72,,,
J. Wall - O. Porter Jr.,66,,,
S. Marion - K. Irving,49,,,
J. Meeks - A. Drummond,60,,,
K. Hinrich - T. Gibson,47,,,
M. Chalmers - S. Napier,47,,,
C. Budinger - A. Wiggins,52,,,
C. Watson - S. Hill,56,,,
D. Harris - C. Parsons,62,,,
O. Mayo - B. Knight,52,,,
J. Dudley - J. Henson,54,,,
J. Henson - G. Antetokounmpo,65,,,
J. Hill - W. Ellington,52,,,
G. Dragic - M. Morris,52,,,
J. Smith - K. Caldwell-Pope,28,,,
M. Conley - J. Green,33,,,
T. Duncan - M. Ginobili,68,,,
L. Scola - C. Miles,64,,,
D. Cousins - R. McCallum,47,,,
J. Green - J. Sullinger,33,,,
J. Dudley - B. Knight,50,,,
K. Korver - D. Schroder,69,,,
O. Asik - J. Holiday,36,,,
S. Blake - L. Aldridge,71,,,
L. Williams - D. DeRozan,58,,,
K. Garnett - J. Johnson,40,,,
N. Mirotic - J. Butler,59,,,
A. Morrow - D. Waiters,46,,,
J. Dudley - O. Mayo,58,,,
K. Durant - R. Westbrook,27,,,
C. Budinger - Z. LaVine,59,,,
R. Gay - R. McCallum,47,,,
D. Williams - A. Anderson,56,,,
G. Henderson - B. Biyombo,59,,,
J. Barea - A. Aminu,67,,,
J. Bayless - J. Henson,59,,,
J. Terry - C. Brewer,53,,,
N. Mirotic - T. Snell,65,,,
D. Green - C. Joseph,66,,,
L. Amundson - L. Galloway,41,,,
L. Barbosa - A. Iguodala,58,,,
G. Green - E. Bledsoe,66,,,
A. Tolliver - J. Meeks,50,,,
L. Thomas - L. Galloway,40,,,
O. Asik - Q. Pondexter,42,,,
B. Biyombo - K. Walker,53,,,
C. Bosh - N. Cole,39,,,
S. Larkin - T. Hardaway Jr.,61,,,
W. Chandler - T. Mozgov,35,,,
W. Johnson - J. Clarkson,46,,,
D. Sloan - S. Hill,47,,,
G. Green - I. Thomas,45,,,
L. Scola - C. Watson,54,,,
H. Thompson - H. Sims,61,,,
J. Harden - T. Jones,32,,,
B. Jennings - K. Singler,41,,,
